"Shape","Size_or_Ratio","Day","Area","BPM_gcamp","Maximum","FWHM","T0","T50","T75","BeatRatePeak_bpm","Time_Int_sec","Max_Contract_pixsec","Max_Relax","Group","ShapeGroup"
"Circle",600,18,0.253330000063177,-1.63658656709305,0.516128181130671,-0.43761158044699,-0.311002842117606,-0.356642138959245,-0.33514445383296,-1.55391720122675,-0.599004582754203,0.276060919354003,-0.0849907673762583,"Circle Area 600 Day 18","Circle Area 600"
"Circle",600,20,0.292713730195642,0.400227530561444,0.279195128987724,-0.16714855239992,-0.0569536638772108,-0.183823752770911,-0.219750662777308,0.621953549154151,0.0772035343768382,3.18900065293239,2.28019217710941,"Circle Area 600 Day 20","Circle Area 600"
"Circle",600,20,-0.614067945911399,1.80844137023072,-0.118889519266901,-0.368752413826255,-0.587971936723468,-0.302408419676636,-0.343436223250132,1.32565838039604,-0.193280859689635,2.08917705888205,2.05499991070961,"Circle Area 600 Day 20","Circle Area 600"
"Circle",600,20,0.000780027810447366,0.203845478877958,-0.543425498082105,-0.488291241060756,-0.5843530025605,-0.383317449735594,-0.412275183932284,0.378938589863048,-0.179290584276038,0.898452671603761,1.78229022266515,"Circle Area 600 Day 20","Circle Area 600"
"Circle",600,20,-0.571253780658772,1.71698045154071,-0.133223443945803,-0.297663685148062,-0.311002842117606,-0.310845842552639,-0.347063872370145,1.40824788862761,-0.193280859689635,0.725508085513682,0.945595925046709,"Circle Area 600 Day 20","Circle Area 600"
"Circle",600,20,-0.590187696630718,2.73608557843178,-0.541791239991627,-0.350572907819287,-0.397857262028852,-0.322777260794813,-0.366152216549261,2.27242245880545,-0.179290584276038,0.952937411268199,0.865527563660112,"Circle Area 600 Day 20","Circle Area 600"
"Circle",600,20,0.357546494482878,-1.61568230216349,0.966070039975364,0.229113227119899,-0.230179979144641,0.309367131607928,0.150701410454496,-1.64529342414229,1.0098942980202,2.7744494601819,1.98463118878111,"Circle Area 600 Day 20","Circle Area 600"
"Circle",600,20,0.0593502535643637,-0.833593716434952,0.331632554393089,0.621344644458928,0.566468061263511,0.494625677121972,0.418974700139268,-0.896795834677824,0.590186035612311,1.49300162236035,1.40902400167174,"Circle Area 600 Day 20","Circle Area 600"
"Circle",600,20,0.342534980445638,-1.81452666556302,-1.68400711736123,0.685916191738397,0.0122886097742545,0.797182638500349,0.591806268928459,-1.72247685892416,0.800040166816253,0.933900940802348,0.199310607632053,"Circle Area 600 Day 20","Circle Area 600"
"Circle",600,20,-0.0164387951322443,0.0544567732185854,0.116246831004416,0.21333478794404,0.0122886097742545,0.151945362362834,0.071929600991357,-0.220962840336684,0.604176311025907,1.28811001836045,1.60470804962457,"Circle Area 600 Day 20","Circle Area 600"
